State,Institute,Course,Seats,Fee
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,13,15000
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,7+5(VV),15000
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,5+4(VV),15000
Tamil Nadu,"Govt Med Coll, Ariyalur",MBBS,6,18073
Tamil Nadu,"Govt Med Coll, Ariyalur",MBBS,6,18073
Tamil Nadu,"Govt Med Coll, Ariyalur",MBBS,0+6(VV),18073
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,2,24000
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,2,24000
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,1,24000
Goa,"Goa Med Coll, Panaji",MBBS,3,154050
Goa,"Goa Med Coll, Panaji",MBBS,3,154050
Goa,"Goa Med Coll, Panaji",MBBS,2,154050
Goa,"Goa Med Coll, Panaji",MBBS,1,154050
Bihar,"Government Med Coll, Purnea",MBBS,4,9500
Bihar,"Government Med Coll, Purnea",MBBS,4,9500
Bihar,"Government Med Coll, Purnea",MBBS,2+2(VV),9500
Maharashtra,"Sri Bhausaheb, Dhule",MBBS,9,158600
Maharashtra,"Sri Bhausaheb, Dhule",MBBS,8+1(VV),158600
Maharashtra,"Sri Bhausaheb, Dhule",MBBS,4+5(VV),158600
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,4,24000
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,4,24000
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,1+3(VV),24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,6,24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,6,24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,3+3(VV),24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,0+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,3,24000
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,3,24000
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,2+1(VV),24000
Tamil Nadu,"Govt Med Coll, Kallakurichi",MBBS,10,18073
Tamil Nadu,"Govt Med Coll, Kallakurichi",MBBS,9+1(VV),18073
Tamil Nadu,"Govt Med Coll, Kallakurichi",MBBS,1+9(VV),18073
Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,5,24000
Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,4+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,0+5(VV),24000
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,6,9180
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,6,9180
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,1+5(VV),9180
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,1,9180
Tamil Nadu,"Govt Med Coll, Kallakurichi",MBBS,6,18073
Tamil Nadu,"Govt Med Coll, Kallakurichi",MBBS,6,18073
Tamil Nadu,"Govt Med Coll, Kallakurichi",MBBS,1+5(VV),18073
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,2,24000
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,2,24000
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,0+2(VV),24000
West Bengal,"NBMC, Darjeeling",MBBS,3,9000
West Bengal,"NBMC, Darjeeling",MBBS,2+1(VV),9000
West Bengal,"NBMC, Darjeeling",MBBS,0+2(VV),9000
Odisha,"AIIMS, Bhubaneswar",MBBS,3,1350
Odisha,"AIIMS, Bhubaneswar",MBBS,1,1350
Telangana,"Kakatiya Med Coll, Warangal",MBBS,7,14000
Telangana,"Kakatiya Med Coll, Warangal",MBBS,5+2(VV),14000
Telangana,"Kakatiya Med Coll, Warangal",MBBS,1+6(VV),14000
Tamil Nadu,"Govt Med Coll, Ramanathapuram",MBBS,5,18073
Tamil Nadu,"Govt Med Coll, Ramanathapuram",MBBS,3+2(VV),18073
Tamil Nadu,"Govt Med Coll, Ramanathapuram",MBBS,2+3(VV),18073
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,1,27060
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,1,27060
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,4,24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,3+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,2+2(VV),24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,1,24000
Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,8,24000
Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,8,24000
Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,2+6(VV),24000
Maharashtra,"Govt Med Coll, Latur",MBBS,10,158600
Maharashtra,"Govt Med Coll, Latur",MBBS,8+2(VV),158600
Maharashtra,"Govt Med Coll, Latur",MBBS,5+4(VV),158600
Uttar Pradesh,"IMS(BHU), Varanasi",MBBS,14,33739
Uttar Pradesh,"IMS(BHU), Varanasi",MBBS,2+5(VV),33739
Uttar Pradesh,"IMS(BHU), Varanasi",MBBS,0+6(VV),33739
Jammu and Kashmir,"Govt Med Coll, Srinagar",MBBS,2,26250
Jammu and Kashmir,"Govt Med Coll, Srinagar",MBBS,3,26250
Jammu and Kashmir,"Govt Med Coll, Srinagar",MBBS,2,26250
Jammu and Kashmir,"Govt Med Coll, Srinagar",MBBS,1,26250
West Bengal,"College of Med & JNM, Kalyani",MBBS,5,9000
West Bengal,"College of Med & JNM, Kalyani",MBBS,6,9000
West Bengal,"College of Med & JNM, Kalyani",MBBS,3+3(VV),9000
Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,4,24000
Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,4,24000
Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,0+4(VV),24000
Maharashtra,"Govt Med Coll, Jalgaon",MBBS,7,158600
Maharashtra,"Govt Med Coll, Jalgaon",MBBS,7,158600
Maharashtra,"Govt Med Coll, Jalgaon",MBBS,2+3(VV),158600
Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,4,24000
Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,3+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,0+3(VV),24000
Maharashtra,"Govt Med Coll, Satara",MBBS,5,158600
Maharashtra,"Govt Med Coll, Satara",MBBS,4+1(VV),158600
Maharashtra,"Govt Med Coll, Satara",MBBS,1+3(VV),158600
Maharashtra,"Govt Med Coll, Satara",MBBS,1,158600
Madhya Pradesh,"Govt Med Coll, Chhindwara",MBBS,2,100000
Madhya Pradesh,"Govt Med Coll, Chhindwara",MBBS,3,100000
Madhya Pradesh,"Govt Med Coll, Chhindwara",MBBS,3,100000
Karnataka,"Belagavi IMS, Belagavi",MBBS,1,64350
Karnataka,"Belagavi IMS, Belagavi",MBBS,1,64350
Karnataka,"Belagavi IMS, Belagavi",MBBS,0+1(VV),64350
Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,7,15000
Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,6+1(VV),15000
Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,3+3(VV),15000
Karnataka,"Shimoga IMS, Shimoga",MBBS,6,64350
Karnataka,"Shimoga IMS, Shimoga",MBBS,6,64350
Karnataka,"Shimoga IMS, Shimoga",MBBS,1+5(VV),64350
Uttar Pradesh,"Auton. State Med Coll,Amethi",MBBS,4,24000
Maharashtra,"Govt Med Coll, Latur",MBBS,6,158600
Maharashtra,"Govt Med Coll, Latur",MBBS,6,158600
Maharashtra,"Govt Med Coll, Latur",MBBS,1+3(VV),158600
Madhya Pradesh,"Government Med Coll, Satna",MBBS,3,100000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,3,100000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,1+2(VV),100000
West Bengal,Bankura Sammilani Med Coll,MBBS,11,9000
West Bengal,Bankura Sammilani Med Coll,MBBS,6+3(VV),9000
West Bengal,Bankura Sammilani Med Coll,MBBS,2+5(VV),9000
Madhya Pradesh,"GMC, Singrauli",MBBS,6,100000
Madhya Pradesh,"GMC, Singrauli",MBBS,6,100000
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,4,9180
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,4,9180
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,0+3(VV),9180
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,1,9180
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,4,27060
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,4,27060
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,3+1(VV),27060
Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,5,24000
Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,5,24000
Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,1+4(VV),24000
Odisha,"Govt Med Coll, Balasore",MBBS,1,22000
Odisha,"Govt Med Coll, Balasore",MBBS,1,22000
Odisha,"Govt Med Coll, Balasore",MBBS,1,22000
Odisha,"Govt Med Coll, Balasore",MBBS,1,22000
Maharashtra,"Sri Bhausaheb, Dhule",MBBS,7,158600
Maharashtra,"Sri Bhausaheb, Dhule",MBBS,7,158600
Maharashtra,"Sri Bhausaheb, Dhule",MBBS,2+5(VV),158600
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,1,9180
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,1,9180
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,1,9180
Bihar,"Jannayak Karpoori Med,Madhepura",MBBS,3,9500
Bihar,"Jannayak Karpoori Med,Madhepura",MBBS,3,9500
Bihar,"Jannayak Karpoori Med,Madhepura",MBBS,1+2(VV),9500
Karnataka,"VIMS, Bellary",MBBS,11,64350
Karnataka,"VIMS, Bellary",MBBS,13,64350
Karnataka,"VIMS, Bellary",MBBS,6+4(VV),64350
Karnataka,"VIMS, Bellary",MBBS,2,64350
Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,10,15000
Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,8,15000
Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,6+2(VV),15000
Uttar Pradesh,"Auto. State Med Coll, Bijnor",MBBS,2,24000
Uttar Pradesh,"Auto. State Med Coll, Bijnor",MBBS,0+2(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Bijnor",MBBS,1+1(VV),24000
Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,1,24000
Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,1,24000
Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,1,24000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,6,24000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,5+1(VV),24000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,3+3(VV),24000
Maharashtra,"Govt Med Coll, Chandrapur",MBBS,7,158600
Maharashtra,"Govt Med Coll, Chandrapur",MBBS,7,158600
Maharashtra,"Govt Med Coll, Chandrapur",MBBS,1+5(VV),158600
Tamil Nadu,"Govt Med Coll, Ramanathapuram",MBBS,4,18073
Tamil Nadu,"Govt Med Coll, Ramanathapuram",MBBS,4,18073
Tamil Nadu,"Govt Med Coll, Ramanathapuram",MBBS,2+2(VV),18073
Madhya Pradesh,"GMC, Sheopur",MBBS,1,100000
Madhya Pradesh,"GMC, Sheopur",MBBS,0+1(VV),100000
Uttarakhand,"Soban Singh Govt Inst, Almora",MBBS,1,150000
Uttarakhand,"Soban Singh Govt Inst, Almora",MBBS,1,150000
Uttarakhand,"Soban Singh Govt Inst, Almora",MBBS,1,150000
Uttarakhand,"Soban Singh Govt Inst, Almora",MBBS,1,150000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,1,100000
Tamil Nadu,"Govt Med Coll, Nagapattinam",MBBS,9,18073
Tamil Nadu,"Govt Med Coll, Nagapattinam",MBBS,8+1(VV),18073
Tamil Nadu,"Govt Med Coll, Nagapattinam",MBBS,0+9(VV),18073
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,1,24000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,0+1(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,1,24000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,2,24000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,2,24000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,2,24000
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,11,158600
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,11,158600
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,7+4(VV),158600
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,2,158600
Karnataka,Karwar Inst of Med Sciences,MBBS,8,64350
Karnataka,Karwar Inst of Med Sciences,MBBS,4+4(VV),64350
Karnataka,Karwar Inst of Med Sciences,MBBS,0+8(VV),64350
Odisha,"Pt Raghunath Med Coll,Baripada",MBBS,6,22000
Odisha,"Pt Raghunath Med Coll,Baripada",MBBS,6,22000
Odisha,"Pt Raghunath Med Coll,Baripada",MBBS,3+2(VV),22000
Odisha,"Pt Raghunath Med Coll,Baripada",MBBS,1,22000
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,4,9000
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,3+1(VV),9000
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,1+3(VV),9000
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,1,9000
Chhattisgarh,"Govt Med Coll, Rajnandgaon",MBBS,5,50000
Chhattisgarh,"Govt Med Coll, Rajnandgaon",MBBS,5,50000
Chhattisgarh,"Govt Med Coll, Rajnandgaon",MBBS,2+3(VV),50000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,4,24000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,4,24000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,0+4(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,1,24000
Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,1,24000
Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,2,24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,2,24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,0+2(VV),24000
Assam,"Assam Med Coll, Dibrugarh",MBBS,12,6400
Assam,"Assam Med Coll, Dibrugarh",MBBS,11+2(VV),6400
Assam,"Assam Med Coll, Dibrugarh",MBBS,3+9(VV),6400
Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,10,15000
Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,4+5(VV),15000
Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,3+4(VV),15000
Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,1,15000
Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,3,24000
Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,3,24000
Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,0+3(VV),24000
Maharashtra,Government Med Coll Ratnagiri,MBBS,6,158600
Maharashtra,Government Med Coll Ratnagiri,MBBS,5+1(VV),158600
Maharashtra,Government Med Coll Ratnagiri,MBBS,1+2(VV),158600
Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",MBBS,2,36400
Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",MBBS,2,36400
Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",MBBS,1,36400
Odisha,"Govt Med Coll, Balangir",MBBS,6,22000
Odisha,"Govt Med Coll, Balangir",MBBS,6,22000
Odisha,"Govt Med Coll, Balangir",MBBS,1+5(VV),22000
Madhya Pradesh,"GMC, Singrauli",MBBS,4,100000
Madhya Pradesh,"GMC, Singrauli",MBBS,2+2(VV),100000
Odisha,"Govt Med Coll, Balangir",MBBS,4,22000
Odisha,"Govt Med Coll, Balangir",MBBS,1+3(VV),22000
Odisha,"Govt Med Coll, Balangir",MBBS,0+3(VV),22000
Karnataka,"Mandya IMS, Mandya",MBBS,2,64350
Karnataka,"Mandya IMS, Mandya",MBBS,2,64350
Karnataka,"Mandya IMS, Mandya",MBBS,2,64350
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,1,24000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,1,24000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,0+1(VV),24000
Haryana,"ESI Med Coll, Faridabad",MBBS,4,24000
Haryana,"ESI Med Coll, Faridabad",MBBS,0+2(VV),24000
Haryana,"ESI Med Coll, Faridabad",MBBS,0+2(VV),24000
Telangana,"Govt Med Coll, Mahabubnagar",MBBS,8,14000
Telangana,"Govt Med Coll, Mahabubnagar",MBBS,6+2(VV),14000
Telangana,"Govt Med Coll, Mahabubnagar",MBBS,0+6(VV),14000
Maharashtra,"MGIMS, Wardha",MBBS,12,169410
Maharashtra,"MGIMS, Wardha",MBBS,11+1(VV),169410
Maharashtra,"MGIMS, Wardha",MBBS,5+6(VV),169410
Maharashtra,"MGIMS, Wardha",MBBS,1,169410
Karnataka,"Gulbarga IMS, Gulbarga",MBBS,5,64350
Karnataka,"Gulbarga IMS, Gulbarga",MBBS,6,64350
Karnataka,"Gulbarga IMS, Gulbarga",MBBS,1+5(VV),64350
Maharashtra,"SRTT, Ambajogai",MBBS,9,158600
Maharashtra,"SRTT, Ambajogai",MBBS,8+1(VV),158600
Maharashtra,"SRTT, Ambajogai",MBBS,4+5(VV),158600
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,1,24000
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,10,64350
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,8+1(VV),64350
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,3+5(VV),64350
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,1,64350
Maharashtra,"Government Med Coll, Amravati",MBBS,7,158600
Maharashtra,"Government Med Coll, Amravati",MBBS,7,158600
Maharashtra,"Government Med Coll, Amravati",MBBS,2+5(VV),158600
Tamil Nadu,"Govt Med Coll, Nagapattinam",MBBS,7,18073
Tamil Nadu,"Govt Med Coll, Nagapattinam",MBBS,6+1(VV),18073
Tamil Nadu,"Govt Med Coll, Nagapattinam",MBBS,1+6(VV),18073
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",MBBS,5,50000
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",MBBS,3+2(VV),50000
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",MBBS,1+3(VV),50000
Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,6,15000
Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,6,15000
Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,2+4(VV),15000
Maharashtra,"Govt Med Coll, Gondia",MBBS,9,158600
Maharashtra,"Govt Med Coll, Gondia",MBBS,9,158600
Maharashtra,"Govt Med Coll, Gondia",MBBS,2+7(VV),158600
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,7,26250
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,7,26250
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,1+6(VV),26250
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,1,26250
Maharashtra,"Govt Med Coll, Satara",MBBS,4,158600
Maharashtra,"Govt Med Coll, Satara",MBBS,4,158600
Maharashtra,"Govt Med Coll, Satara",MBBS,2+2(VV),158600
Rajasthan,"ESIC Med Coll, Jaipur",MBBS,5,24000
Jammu and Kashmir,"Government Med Coll,Anantnag",MBBS,6,34214
Jammu and Kashmir,"Government Med Coll,Anantnag",MBBS,6,34214
Jammu and Kashmir,"Government Med Coll,Anantnag",MBBS,3,34214
Jammu and Kashmir,"Government Med Coll,Anantnag",MBBS,3+3(VV),34214
Karnataka,"VIMS, Bellary",MBBS,7,64350
Karnataka,"VIMS, Bellary",MBBS,9,64350
Karnataka,"VIMS, Bellary",MBBS,3+5(VV),64350
Maharashtra,"SRTT, Ambajogai",MBBS,6,158600
Maharashtra,"SRTT, Ambajogai",MBBS,6,158600
Maharashtra,"SRTT, Ambajogai",MBBS,1+4(VV),158600
Karnataka,"VIMS, Bellary",MBBS,3,64350
Karnataka,"VIMS, Bellary",MBBS,4,64350
Karnataka,"VIMS, Bellary",MBBS,0+3(VV),64350
Telangana,"Rajiv Gandhi IMS, Adilabad",MBBS,6,14000
Telangana,"Rajiv Gandhi IMS, Adilabad",MBBS,5,14000
Telangana,"Rajiv Gandhi IMS, Adilabad",MBBS,0+5(VV),14000
Maharashtra,"Government Med Coll, Ambernath",MBBS,4,158600
Maharashtra,"Government Med Coll, Ambernath",MBBS,4,158600
Maharashtra,"Government Med Coll, Ambernath",MBBS,2+2(VV),158600
Maharashtra,"Government Med Coll, Ambernath",MBBS,1,158600
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,3,26250
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,3,26250
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,0+3(VV),26250
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,7,158600
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,6+1(VV),158600
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,2+5(VV),158600
West Bengal,Bankura Sammilani Med Coll,MBBS,3,9000
West Bengal,Bankura Sammilani Med Coll,MBBS,3,9000
West Bengal,Bankura Sammilani Med Coll,MBBS,0+2(VV),9000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,0+2(VV),24000
West Bengal,"Diamond Harbour Govt MC, WB",MBBS,6,9000
West Bengal,"Diamond Harbour Govt MC, WB",MBBS,6+2(VV),9000
West Bengal,"Diamond Harbour Govt MC, WB",MBBS,3+5(VV),9000
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,9,15000
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,6+1(VV),15000
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,0+5(VV),15000
Odisha,"Pt Raghunath Med Coll,Baripada",MBBS,4,22000
Odisha,"Pt Raghunath Med Coll,Baripada",MBBS,4,22000
Odisha,"Pt Raghunath Med Coll,Baripada",MBBS,0+2(VV),22000
Maharashtra,"Govt Med Coll, Nandurbar",MBBS,5,158600
Maharashtra,"Govt Med Coll, Nandurbar",MBBS,4+1(VV),158600
Maharashtra,"Govt Med Coll, Nandurbar",MBBS,1+4(VV),158600
Jharkhand,"Dumka Medical Coll,Dighi Dumka",MBBS,6,20100
Jharkhand,"Dumka Medical Coll,Dighi Dumka",MBBS,6,20100
Jharkhand,"Dumka Medical Coll,Dighi Dumka",MBBS,3+3(VV),20100
Jharkhand,"Dumka Medical Coll,Dighi Dumka",MBBS,1,20100
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,5,64350
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,4+1(VV),64350
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,0+5(VV),64350
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,2,9000
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,2,9000
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,1+1(VV),9000
Karnataka,Kodagu Inst of Med Sciences,MBBS,6,64350
Karnataka,Kodagu Inst of Med Sciences,MBBS,5+1(VV),64350
Karnataka,Kodagu Inst of Med Sciences,MBBS,3+3(VV),64350
Maharashtra,"VMMC, Solapur",MBBS,3,158600
Maharashtra,"VMMC, Solapur",MBBS,2+1(VV),158600
Maharashtra,"VMMC, Solapur",MBBS,3,158600
Karnataka,Chikkaballapura Inst Of Med Sci,MBBS,5,64350
Karnataka,Chikkaballapura Inst Of Med Sci,MBBS,7,64350
Karnataka,Chikkaballapura Inst Of Med Sci,MBBS,1+5(VV),64350
Karnataka,Chikkaballapura Inst Of Med Sci,MBBS,1,64350
Jharkhand,"Dumka Medical Coll,Dighi Dumka",MBBS,4,20100
Jharkhand,"Dumka Medical Coll,Dighi Dumka",MBBS,4,20100
Jharkhand,"Dumka Medical Coll,Dighi Dumka",MBBS,1+3(VV),20100
Maharashtra,Government Med Coll Ratnagiri,MBBS,4,158600
Maharashtra,Government Med Coll Ratnagiri,MBBS,4,158600
Maharashtra,Government Med Coll Ratnagiri,MBBS,1+2(VV),158600
Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,10,67900
Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,7+3(VV),67900
Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,1+6(VV),67900
Karnataka,Karwar Inst of Med Sciences,MBBS,6,64350
Karnataka,Karwar Inst of Med Sciences,MBBS,6,64350
Karnataka,Karwar Inst of Med Sciences,MBBS,0+6(VV),64350
West Bengal,Midnapore Medical College,MBBS,12,9000
West Bengal,Midnapore Medical College,MBBS,11,9000
West Bengal,Midnapore Medical College,MBBS,1+6(VV),9000
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,11,15000
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,10+1(VV),15000
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,1+9(VV),15000
Maharashtra,"Govt Med Coll, Alibag",MBBS,6,158600
Maharashtra,"Govt Med Coll, Alibag",MBBS,4+2(VV),158600
Maharashtra,"Govt Med Coll, Alibag",MBBS,3+3(VV),158600
Assam,"Assam Med Coll, Dibrugarh",MBBS,8,6400
Assam,"Assam Med Coll, Dibrugarh",MBBS,9+1(VV),6400
Assam,"Assam Med Coll, Dibrugarh",MBBS,1+7(VV),6400
Maharashtra,"Govt Med Coll, Nandurbar",MBBS,4,158600
Maharashtra,"Govt Med Coll, Nandurbar",MBBS,4,158600
Maharashtra,"Govt Med Coll, Nandurbar",MBBS,0+4(VV),158600
Jammu and Kashmir,"Government Medical Coll, Doda",MBBS,6,26250
Jammu and Kashmir,"Government Medical Coll, Doda",MBBS,7+1(VV),26250
Jammu and Kashmir,"Government Medical Coll, Doda",MBBS,1+5(VV),26250
Jharkhand,"Palamu Medical College, Palamu",MBBS,4,9200
Jharkhand,"Palamu Medical College, Palamu",MBBS,4,9200
Jharkhand,"Palamu Medical College, Palamu",MBBS,1+3(VV),9200
Maharashtra,"Govt Med Coll, Gondia",MBBS,5,158600
